Tempo (s);Tensao (V)
0.00000;0.00000
0.00018;0.00000
0.00035;0.00000
0.00053;0.00000
0.00070;0.00000
0.00088;0.00000
0.00105;0.00000
0.00123;0.00000
0.00140;0.00001
0.00158;0.00001
0.00176;0.00003
0.00193;0.00003
0.00211;0.00006
0.00228;0.00011
0.00246;0.00025
0.00263;0.00023
0.00281;0.00023
0.00298;0.00026
0.00316;0.00020
0.00334;0.00006
0.00351;0.00006
0.00369;0.00011
0.00386;0.00005
0.00404;0.00008
0.00421;0.00031
0.00439;0.00116
0.00456;0.00167
0.00474;0.00167
0.00491;0.00181
0.00509;0.00177
0.00527;0.00139
0.00544;0.00103
0.00562;0.00138
0.00579;0.00195
0.00597;0.00274
0.00614;0.00291
0.00632;0.00363
0.00649;0.00332
0.00667;0.00328
0.00685;0.00421
0.00702;0.00403
0.00720;0.00496
0.00737;0.00530
0.00755;0.00471
0.00772;0.00507
0.00790;0.00553
0.00807;0.00436
0.00825;0.00659
0.00843;0.00899
0.00860;0.00837
0.00878;0.00913
0.00895;0.01099
0.00913;0.00947
0.00930;0.00948
0.00948;0.01329
0.00965;0.01372
0.00983;0.01325
0.01001;0.01508
0.01018;0.01437
0.01036;0.01080
0.01053;0.01118
0.01071;0.01319
0.01088;0.01352
0.01106;0.01528
0.01123;0.01739
0.01141;0.01881
0.01158;0.01839
0.01176;0.01809
0.01194;0.01844
0.01211;0.01823
0.01229;0.01781
0.01246;0.01721
0.01264;0.01851
0.01281;0.01830
0.01299;0.01707
0.01316;0.01724
0.01334;0.01741
0.01352;0.01652
0.01369;0.01671
0.01387;0.01822
0.01404;0.01891
0.01422;0.01981
0.01439;0.02158
0.01457;0.02133
0.01474;0.02072
0.01492;0.02040
0.01510;0.02136
0.01527;0.02169
0.01545;0.02251
0.01562;0.02390
0.01580;0.02276
0.01597;0.02121
0.01615;0.01977
0.01632;0.01998
0.01650;0.01952
0.01668;0.02259
0.01685;0.02365
0.01703;0.02507
0.01720;0.02524
0.01738;0.02560
0.01755;0.02266
0.01773;0.02223
0.01790;0.02145
0.01808;0.02175
0.01826;0.02201
0.01843;0.02520
0.01861;0.02621
0.01878;0.02783
0.01896;0.02872
0.01913;0.03034
0.01931;0.03026
0.01948;0.03110
0.01966;0.03150
0.01983;0.03139
0.02001;0.03066
0.02019;0.03072
0.02036;0.03096
0.02054;0.03069
0.02071;0.03159
0.02089;0.03270
0.02106;0.03310
0.02124;0.03314
0.02141;0.03305
0.02159;0.03170
0.02177;0.03082
0.02194;0.03116
0.02212;0.03238
0.02229;0.03265
0.02247;0.03409
0.02264;0.03326
0.02282;0.03432
0.02299;0.03431
0.02317;0.03601
0.02335;0.03655
0.02352;0.03857
0.02370;0.03833
0.02387;0.03848
0.02405;0.03851
0.02422;0.03932
0.02440;0.04168
0.02457;0.04113
0.02475;0.04167
0.02493;0.04470
0.02510;0.04365
0.02528;0.04443
0.02545;0.04565
0.02563;0.04613
0.02580;0.04274
0.02598;0.04150
0.02615;0.04028
0.02633;0.04102
0.02650;0.04090
0.02668;0.04061
0.02686;0.04359
0.02703;0.04341
0.02721;0.04330
0.02738;0.04370
0.02756;0.04506
0.02773;0.04594
0.02791;0.04700
0.02808;0.04733
0.02826;0.04761
0.02844;0.04653
0.02861;0.04454
0.02879;0.04316
0.02896;0.04169
0.02914;0.04167
0.02931;0.04087
0.02949;0.04366
0.02966;0.04328
0.02984;0.04415
0.03002;0.04456
0.03019;0.04633
0.03037;0.04516
0.03054;0.04628
0.03072;0.04776
0.03089;0.04768
0.03107;0.04747
0.03124;0.04782
0.03142;0.04788
0.03160;0.04429
0.03177;0.04433
0.03195;0.04474
0.03212;0.04460
0.03230;0.04446
0.03247;0.04773
0.03265;0.04826
0.03282;0.04961
0.03300;0.04877
0.03318;0.04857
0.03335;0.04892
0.03353;0.04868
0.03370;0.04838
0.03388;0.05084
0.03405;0.05111
0.03423;0.05108
0.03440;0.05174
0.03458;0.05228
0.03475;0.05036
0.03493;0.05119
0.03511;0.05144
0.03528;0.05112
0.03546;0.05141
0.03563;0.05219
0.03581;0.05292
0.03598;0.05284
0.03616;0.05258
0.03633;0.05253
0.03651;0.05248
0.03669;0.05233
0.03686;0.05360
0.03704;0.05305
0.03721;0.05278
0.03739;0.05438
0.03756;0.05462
0.03774;0.05506
0.03791;0.05773
0.03809;0.05988
0.03827;0.05920
0.03844;0.05904
0.03862;0.05811
0.03879;0.05795
0.03897;0.05764
0.03914;0.05852
0.03932;0.05916
0.03949;0.05901
0.03967;0.05847
0.03985;0.05808
0.04002;0.05828
0.04020;0.05907
0.04037;0.05945
0.04055;0.05984
0.04072;0.05950
0.04090;0.05916
0.04107;0.05823
0.04125;0.05873
0.04142;0.05896
0.04160;0.05925
0.04178;0.05940
0.04195;0.06012
0.04213;0.06037
0.04230;0.05950
0.04248;0.05966
0.04265;0.06067
0.04283;0.06035
0.04300;0.06057
0.04318;0.06288
0.04336;0.06295
0.04353;0.06199
0.04371;0.06200
0.04388;0.06231
0.04406;0.06162
0.04423;0.05793
0.04441;0.05826
0.04458;0.05883
0.04476;0.05863
0.04494;0.05780
0.04511;0.06158
0.04529;0.06328
0.04546;0.06323
0.04564;0.06303
0.04581;0.06325
0.04599;0.06268
0.04616;0.06087
0.04634;0.06069
0.04652;0.06028
0.04669;0.06036
0.04687;0.06074
0.04704;0.06140
0.04722;0.06192
0.04739;0.06236
0.04757;0.06274
0.04774;0.06267
0.04792;0.06187
0.04809;0.06203
0.04827;0.06195
0.04845;0.06268
0.04862;0.06372
0.04880;0.06399
0.04897;0.06434
0.04915;0.06452
0.04932;0.06498
0.04950;0.06674
0.04967;0.06790
0.04985;0.06727
0.05003;0.06786
0.05020;0.06721
0.05038;0.06539
0.05055;0.06543
0.05073;0.06607
0.05090;0.06915
0.05108;0.06965
0.05125;0.06964
0.05143;0.06678
0.05161;0.06698
0.05178;0.06482
0.05196;0.06801
0.05213;0.06612
0.05231;0.06868
0.05248;0.06929
0.05266;0.06932
0.05283;0.06667
0.05301;0.06897
0.05319;0.06902
0.05336;0.06865
0.05354;0.06896
0.05371;0.06887
0.05389;0.07000
0.05406;0.07046
0.05424;0.07152
0.05441;0.07071
0.05459;0.07094
0.05477;0.07119
0.05494;0.07140
0.05512;0.07024
0.05529;0.07112
0.05547;0.07074
0.05564;0.07116
0.05582;0.07119
0.05599;0.07256
0.05617;0.07301
0.05634;0.07316
0.05652;0.07209
0.05670;0.07238
0.05687;0.07137
0.05705;0.07329
0.05722;0.07323
0.05740;0.07296
0.05757;0.07397
0.05775;0.07421
0.05792;0.07009
0.05810;0.07040
0.05828;0.07040
0.05845;0.06493
0.05863;0.06670
0.05880;0.06989
0.05898;0.06998
0.05915;0.07131
0.05933;0.07637
0.05950;0.07140
0.05968;0.07240
0.05986;0.07252
0.06003;0.07146
0.06021;0.07101
0.06038;0.07422
0.06056;0.07206
0.06073;0.07181
0.06091;0.07255
0.06108;0.07234
0.06126;0.07217
0.06144;0.07169
0.06161;0.07266
0.06179;0.07112
0.06196;0.07160
0.06214;0.07206
0.06231;0.07237
0.06249;0.07213
0.06266;0.07264
0.06284;0.07314
0.06301;0.07401
0.06319;0.07459
0.06337;0.07450
0.06354;0.06843
0.06372;0.06866
0.06389;0.06769
0.06407;0.06712
0.06424;0.06723
0.06442;0.07400
0.06459;0.07383
0.06477;0.07455
0.06495;0.07417
0.06512;0.07298
0.06530;0.07342
0.06547;0.07457
0.06565;0.07483
0.06582;0.07572
0.06600;0.07716
0.06617;0.07780
0.06635;0.07619
0.06653;0.07625
0.06670;0.07957
0.06688;0.07929
0.06705;0.07912
0.06723;0.07961
0.06740;0.07952
0.06758;0.07711
0.06775;0.07749
0.06793;0.07708
0.06811;0.07759
0.06828;0.07875
0.06846;0.07885
0.06863;0.07875
0.06881;0.07935
0.06898;0.07968
0.06916;0.07850
0.06933;0.07880
0.06951;0.07905
0.06969;0.07923
0.06986;0.07976
0.07004;0.08065
0.07021;0.07971
0.07039;0.07878
0.07056;0.07860
0.07074;0.07981
0.07091;0.08019
0.07109;0.08155
0.07126;0.08257
0.07144;0.08335
0.07162;0.08157
0.07179;0.08119
0.07197;0.08039
0.07214;0.07936
0.07232;0.07599
0.07249;0.07576
0.07267;0.07585
0.07284;0.07374
0.07302;0.07511
0.07320;0.07738
0.07337;0.08011
0.07355;0.07900
0.07372;0.08075
0.07390;0.07947
0.07407;0.07954
0.07425;0.07592
0.07442;0.07689
0.07460;0.07750
0.07478;0.07808
0.07495;0.07657
0.07513;0.07727
0.07530;0.07679
0.07548;0.07654
0.07565;0.07736
0.07583;0.07925
0.07600;0.07939
0.07618;0.07930
0.07636;0.07935
0.07653;0.07831
0.07671;0.07848
0.07688;0.07823
0.07706;0.07870
0.07723;0.07939
0.07741;0.07986
0.07758;0.07842
0.07776;0.07918
0.07793;0.07945
0.07811;0.07970
0.07829;0.08140
0.07846;0.08343
0.07864;0.08301
0.07881;0.08275
0.07899;0.08466
0.07916;0.08452
0.07934;0.08324
0.07951;0.08331
0.07969;0.08461
